1,42,8.0
2,53,14
3,17.8,14.3
4,19.2,14.3
5,22,7.5
6,8,7.5
7,12.7,13.8
8,17.8,13.7
9,160,1.0
9,0,20.1
9,223,20.1
9,0,49.8
9,223,49.8
9,88,63
11,192.3,57.2
12,45,7.5
12,45,7.5
13,17.8,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
13,21.5,13.7
14,45,7.5
14,45,7.5
